tournament,stage,home_team,away_team,home_score,away_score,date,penalty
2002,group stage,Senegal,Uruguay,3,3,2002-06-11,0
2002,group stage,Cameroon,Germany,0,2,2002-06-11,0
2002,group stage,Saudi Arabia,Republic of Ireland,0,3,2002-06-11,0
2002,group stage,Nigeria,England,0,0,2002-06-12,0
2002,group stage,Sweden,Argentina,1,1,2002-06-12,0
2002,group stage,Slovenia,Paraguay,1,3,2002-06-12,0
2002,group stage,South Africa,Spain,2,3,2002-06-12,0
2002,group stage,Costa Rica,Brazil,2,5,2002-06-13,0
2002,group stage,Turkey,China,3,0,2002-06-13,0
2002,group stage,Ecuador,Croatia,1,0,2002-06-13,0
2002,group stage,Mexico,Italy,1,1,2002-06-13,0
2002,group stage,Belgium,Russia,3,2,2002-06-14,0
2002,group stage,Tunisia,Japan,0,2,2002-06-14,0
2002,group stage,Poland,United States,3,1,2002-06-14,0
2002,group stage,Portugal,South Korea,0,1,2002-06-14,0
2002,round of 16,Germany,Paraguay,1,0,2002-06-15,0
2002,round of 16,Denmark,England,0,3,2002-06-15,0
2002,round of 16,Sweden,Senegal,1,2,2002-06-16,0
2002,round of 16,Spain,Republic of Ireland,1,1,2002-06-16,1
2002,round of 16,Mexico,United States,0,2,2002-06-17,0
2002,round of 16,Brazil,Belgium,2,0,2002-06-17,0
2002,round of 16,Japan,Turkey,0,1,2002-06-18,0
2002,round of 16,South Korea,Italy,2,1,2002-06-18,0
2002,quarter-finals,England,Brazil,1,2,2002-06-21,0
2002,quarter-finals,Germany,United States,1,0,2002-06-21,0
2002,quarter-finals,Spain,South Korea,0,0,2002-06-22,1
2002,quarter-finals,Senegal,Turkey,0,1,2002-06-22,0
2002,semi-finals,Germany,South Korea,1,0,2002-06-25,0
2002,semi-finals,Brazil,Turkey,1,0,2002-06-26,0
2002,third-place match,South Korea,Turkey,2,3,2002-06-29,0
2002,final,Germany,Brazil,0,2,2002-06-30,0
2006,group stage,Germany,Costa Rica,4,2,2006-06-09,0
2006,group stage,Poland,Ecuador,0,2,2006-06-09,0
2006,group stage,England,Paraguay,1,0,2006-06-10,0
2006,group stage,Trinidad and Tobago,Sweden,0,0,2006-06-10,0
2006,group stage,Argentina,Ivory Coast,2,1,2006-06-10,0
2006,group stage,Serbia and Montenegro,Netherlands,0,1,2006-06-11,0
2006,group stage,Mexico,Iran,3,1,2006-06-11,0
2006,group stage,Angola,Portugal,0,1,2006-06-11,0
2006,group stage,Australia,Japan,3,1,2006-06-12,0
2006,group stage,United States,Czech Republic,0,3,2006-06-12,0
2006,group stage,Italy,Ghana,2,0,2006-06-12,0
2006,group stage,South Korea,Togo,2,1,2006-06-13,0
2006,group stage,France,Switzerland,0,0,2006-06-13,0
2006,group stage,Brazil,Croatia,1,0,2006-06-13,0
2006,group stage,Spain,Ukraine,4,0,2006-06-14,0
2006,group stage,Tunisia,Saudi Arabia,2,2,2006-06-14,0
2006,group stage,Germany,Poland,1,0,2006-06-14,0
2006,group stage,Ecuador,Costa Rica,3,0,2006-06-15,0
2006,group stage,England,Trinidad and Tobago,2,0,2006-06-15,0
2006,group stage,Sweden,Paraguay,1,0,2006-06-15,0
2006,group stage,Argentina,Serbia and Montenegro,6,0,2006-06-16,0
2006,group stage,Netherlands,Ivory Coast,2,1,2006-06-16,0
2006,group stage,Mexico,Angola,0,0,2006-06-16,0
2006,group stage,Portugal,Iran,2,0,2006-06-17,0
2006,group stage,Czech Republic,Ghana,0,2,2006-06-17,0
2006,group stage,Italy,United States,1,1,2006-06-17,0
2006,group stage,Japan,Croatia,0,0,2006-06-18,0
2006,group stage,Brazil,Australia,2,0,2006-06-18,0
2006,group stage,France,South Korea,1,1,2006-06-18,0
2006,group stage,Togo,Switzerland,0,2,2006-06-19,0
2006,group stage,Saudi Arabia,Ukraine,0,4,2006-06-19,0
2006,group stage,Spain,Tunisia,3,1,2006-06-19,0
2006,group stage,Costa Rica,Poland,1,2,2006-06-20,0
2006,group stage,Ecuador,Germany,0,3,2006-06-20,0
2006,group stage,Paraguay,Trinidad and Tobago,2,0,2006-06-20,0
2006,group stage,Sweden,England,2,2,2006-06-20,0
2006,group stage,Iran,Angola,1,1,2006-06-21,0
2006,group stage,Portugal,Mexico,2,1,2006-06-21,0
2006,group stage,Ivory Coast,Serbia and Montenegro,3,2,2006-06-21,0
2006,group stage,Netherlands,Argentina,0,0,2006-06-21,0
2006,group stage,Czech Republic,Italy,0,2,2006-06-22,0
2006,group stage,Ghana,United States,2,1,2006-06-22,0
2006,group stage,Croatia,Australia,2,2,2006-06-22,0
2006,group stage,Japan,Brazil,1,4,2006-06-22,0
2006,group stage,Saudi Arabia,Spain,0,1,2006-06-23,0
2006,group stage,Ukraine,Tunisia,1,0,2006-06-23,0
2006,group stage,Switzerland,South Korea,2,0,2006-06-23,0
2006,group stage,Togo,France,0,2,2006-06-23,0
2006,round of 16,Germany,Sweden,2,0,2006-06-24,0
2006,round of 16,Argentina,Mexico,2,1,2006-06-24,0
2006,round of 16,England,Ecuador,1,0,2006-06-25,0
2006,round of 16,Portugal,Netherlands,1,0,2006-06-25,0
2006,round of 16,Italy,Australia,1,0,2006-06-26,0
2006,round of 16,Switzerland,Ukraine,0,0,2006-06-26,1
2006,round of 16,Brazil,Ghana,3,0,2006-06-27,0
2006,round of 16,Spain,France,1,3,2006-06-27,0
2006,quarter-finals,Germany,Argentina,1,1,2006-06-30,1
2006,quarter-finals,Italy,Ukraine,3,0,2006-06-30,0
2006,quarter-finals,England,Portugal,0,0,2006-07-01,1
2006,quarter-finals,Brazil,France,0,1,2006-07-01,0
2006,semi-finals,Germany,Italy,0,2,2006-07-04,0
2006,semi-finals,Portugal,France,0,1,2006-07-05,0
2006,third-place match,Germany,Portugal,3,1,2006-07-08,0
2006,final,Italy,France,1,1,2006-07-09,1
2010,group stage,South Africa,Mexico,1,1,2010-06-11,0
2010,group stage,Uruguay,France,0,0,2010-06-11,0
2010,group stage,South Korea,Greece,2,0,2010-06-12,0
2010,group stage,Argentina,Nigeria,1,0,2010-06-12,0
2010,group stage,England,United States,1,1,2010-06-12,0
2010,group stage,Algeria,Slovenia,0,1,2010-06-13,0
2010,group stage,Serbia,Ghana,0,1,2010-06-13,0
2010,group stage,Germany,Australia,4,0,2010-06-13,0
2010,group stage,Netherlands,Denmark,2,0,2010-06-14,0
2010,group stage,Japan,Cameroon,1,0,2010-06-14,0
2010,group stage,Italy,Paraguay,1,1,2010-06-14,0
2010,group stage,New Zealand,Slovakia,1,1,2010-06-15,0
2010,group stage,Ivory Coast,Portugal,0,0,2010-06-15,0
2010,group stage,Brazil,North Korea,2,1,2010-06-15,0
2010,group stage,Honduras,Chile,0,1,2010-06-16,0
2010,group stage,Spain,Switzerland,0,1,2010-06-16,0
2010,group stage,South Africa,Uruguay,0,3,2010-06-16,0
2010,group stage,Argentina,South Korea,4,1,2010-06-17,0
2010,group stage,Greece,Nigeria,2,1,2010-06-17,0
2010,group stage,France,Mexico,0,2,2010-06-17,0
2010,group stage,Germany,Serbia,0,1,2010-06-18,0
2010,group stage,Slovenia,United States,2,2,2010-06-18,0
2010,group stage,England,Algeria,0,0,2010-06-18,0
2010,group stage,Netherlands,Japan,1,0,2010-06-19,0
2010,group stage,Ghana,Australia,1,1,2010-06-19,0
2010,group stage,Cameroon,Denmark,1,2,2010-06-19,0
2010,group stage,Slovakia,Paraguay,0,2,2010-06-20,0
2010,group stage,Italy,New Zealand,1,1,2010-06-20,0
2010,group stage,Brazil,Ivory Coast,3,1,2010-06-20,0
2010,group stage,Portugal,North Korea,7,0,2010-06-21,0
2010,group stage,Chile,Switzerland,1,0,2010-06-21,0
2010,group stage,Spain,Honduras,2,0,2010-06-21,0
2010,group stage,France,South Africa,1,2,2010-06-22,0
2010,group stage,Mexico,Uruguay,0,1,2010-06-22,0
2010,group stage,Greece,Argentina,0,2,2010-06-22,0
2010,group stage,Nigeria,South Korea,2,2,2010-06-22,0
2010,group stage,Slovenia,England,0,1,2010-06-23,0
2010,group stage,United States,Algeria,1,0,2010-06-23,0
2010,group stage,Australia,Serbia,2,1,2010-06-23,0
2010,group stage,Ghana,Germany,0,1,2010-06-23,0
2010,group stage,Paraguay,New Zealand,0,0,2010-06-24,0
2010,group stage,Slovakia,Italy,3,2,2010-06-24,0
2010,group stage,Cameroon,Netherlands,1,2,2010-06-24,0
2010,group stage,Denmark,Japan,1,3,2010-06-24,0
2010,group stage,North Korea,Ivory Coast,0,3,2010-06-25,0
2010,group stage,Portugal,Brazil,0,0,2010-06-25,0
2010,group stage,Chile,Spain,1,2,2010-06-25,0
2010,group stage,Switzerland,Honduras,0,0,2010-06-25,0
2010,round of 16,Uruguay,South Korea,2,1,2010-06-26,0
2010,round of 16,United States,Ghana,1,2,2010-06-26,0
2010,round of 16,Germany,England,4,1,2010-06-27,0
2010,round of 16,Argentina,Mexico,3,1,2010-06-27,0
2010,round of 16,Netherlands,Slovakia,2,1,2010-06-28,0
2010,round of 16,Brazil,Chile,3,0,2010-06-28,0
2010,round of 16,Paraguay,Japan,0,0,2010-06-29,1
2010,round of 16,Spain,Portugal,1,0,2010-06-29,0
2010,quarter-finals,Netherlands,Brazil,2,1,2010-07-02,0
2010,quarter-finals,Uruguay,Ghana,1,1,2010-07-02,1
2010,quarter-finals,Argentina,Germany,0,4,2010-07-03,0
2010,quarter-finals,Paraguay,Spain,0,1,2010-07-03,0
2010,semi-finals,Uruguay,Netherlands,2,3,2010-07-06,0
2010,semi-finals,Germany,Spain,0,1,2010-07-07,0
2010,third-place match,Uruguay,Germany,2,3,2010-07-10,0
2010,final,Netherlands,Spain,0,1,2010-07-11,0
2014,group stage,Brazil,Croatia,3,1,2014-06-12,0
2014,group stage,Mexico,Cameroon,1,0,2014-06-13,0
2014,group stage,Spain,Netherlands,1,5,2014-06-13,0
2014,group stage,Chile,Australia,3,1,2014-06-13,0
2014,group stage,Colombia,Greece,3,0,2014-06-14,0
2014,group stage,Uruguay,Costa Rica,1,3,2014-06-14,0
2014,group stage,England,Italy,1,2,2014-06-14,0
2014,group stage,Ivory Coast,Japan,2,1,2014-06-14,0
2014,group stage,Switzerland,Ecuador,2,1,2014-06-15,0
2014,group stage,France,Honduras,3,0,2014-06-15,0
2014,group stage,Argentina,Bosnia and Herzegovina,2,1,2014-06-15,0
2014,group stage,Germany,Portugal,4,0,2014-06-16,0
2014,group stage,Iran,Nigeria,0,0,2014-06-16,0
2014,group stage,Ghana,United States,1,2,2014-06-16,0
2014,group stage,Belgium,Algeria,2,1,2014-06-17,0
2014,group stage,Brazil,Mexico,0,0,2014-06-17,0
2014,group stage,Russia,South Korea,1,1,2014-06-17,0
2014,group stage,Australia,Netherlands,2,3,2014-06-18,0
2014,group stage,Spain,Chile,0,2,2014-06-18,0
2014,group stage,Cameroon,Croatia,0,4,2014-06-18,0
2014,group stage,Colombia,Ivory Coast,2,1,2014-06-19,0
2014,group stage,Uruguay,England,2,1,2014-06-19,0
2014,group stage,Japan,Greece,0,0,2014-06-19,0
2014,group stage,Italy,Costa Rica,0,1,2014-06-20,0
2014,group stage,Switzerland,France,2,5,2014-06-20,0
2014,group stage,Honduras,Ecuador,1,2,2014-06-20,0
2014,group stage,Argentina,Iran,1,0,2014-06-21,0
2014,group stage,Germany,Ghana,2,2,2014-06-21,0
2014,group stage,Nigeria,Bosnia and Herzegovina,1,0,2014-06-21,0
2014,group stage,Belgium,Russia,1,0,2014-06-22,0
2014,group stage,South Korea,Algeria,2,4,2014-06-22,0
2014,group stage,United States,Portugal,2,2,2014-06-22,0
2014,group stage,Australia,Spain,0,3,2014-06-23,0
2014,group stage,Netherlands,Chile,2,0,2014-06-23,0
2014,group stage,Cameroon,Brazil,1,4,2014-06-23,0
2014,group stage,Croatia,Mexico,1,3,2014-06-23,0
2014,group stage,Costa Rica,England,0,0,2014-06-24,0
2014,group stage,Italy,Uruguay,0,1,2014-06-24,0
2014,group stage,Japan,Colombia,1,4,2014-06-24,0
2014,group stage,Greece,Ivory Coast,2,1,2014-06-24,0
2014,group stage,Bosnia and Herzegovina,Iran,3,1,2014-06-25,0
2014,group stage,Nigeria,Argentina,2,3,2014-06-25,0
2014,group stage,Honduras,Switzerland,0,3,2014-06-25,0
2014,group stage,Ecuador,France,0,0,2014-06-25,0
2014,group stage,Portugal,Ghana,2,1,2014-06-26,0
2014,group stage,United States,Germany,0,1,2014-06-26,0
2014,group stage,Algeria,Russia,1,1,2014-06-26,0
2014,group stage,South Korea,Belgium,0,1,2014-06-26,0
2014,round of 16,Brazil,Chile,1,1,2014-06-28,1
2014,round of 16,Colombia,Uruguay,2,0,2014-06-28,0
2014,round of 16,Netherlands,Mexico,2,1,2014-06-29,0
2014,round of 16,Costa Rica,Greece,1,1,2014-06-29,1
2014,round of 16,France,Nigeria,2,0,2014-06-30,0
2014,round of 16,Germany,Algeria,2,1,2014-06-30,0
2014,round of 16,Argentina,Switzerland,1,0,2014-07-01,0
2014,round of 16,Belgium,United States,2,1,2014-07-01,0
2014,quarter-finals,France,Germany,0,1,2014-07-04,0
2014,quarter-finals,Brazil,Colombia,2,1,2014-07-04,0
2014,quarter-finals,Argentina,Belgium,1,0,2014-07-05,0
2014,quarter-finals,Netherlands,Costa Rica,0,0,2014-07-05,1
2014,semi-finals,Brazil,Germany,1,7,2014-07-08,0
2014,semi-finals,Netherlands,Argentina,0,0,2014-07-09,1
2014,third-place match,Brazil,Netherlands,0,3,2014-07-12,0
2014,final,Germany,Argentina,1,0,2014-07-13,0
2018,group stage,Russia,Saudi Arabia,5,0,2018-06-14,0
2018,group stage,Egypt,Uruguay,0,1,2018-06-15,0
2018,group stage,Morocco,Iran,0,1,2018-06-15,0
2018,group stage,Portugal,Spain,3,3,2018-06-15,0
2018,group stage,France,Australia,2,1,2018-06-16,0
2018,group stage,Argentina,Iceland,1,1,2018-06-16,0
2018,group stage,Peru,Denmark,0,1,2018-06-16,0
2018,group stage,Croatia,Nigeria,2,0,2018-06-16,0
2018,group stage,Costa Rica,Serbia,0,1,2018-06-17,0
2018,group stage,Germany,Mexico,0,1,2018-06-17,0
2018,group stage,Brazil,Switzerland,1,1,2018-06-17,0
2018,group stage,Sweden,South Korea,1,0,2018-06-18,0
2018,group stage,Belgium,Panama,3,0,2018-06-18,0
2018,group stage,Tunisia,England,1,2,2018-06-18,0
2018,group stage,Colombia,Japan,1,2,2018-06-19,0
2018,group stage,Poland,Senegal,1,2,2018-06-19,0
2018,group stage,Russia,Egypt,3,1,2018-06-19,0
2018,group stage,Portugal,Morocco,1,0,2018-06-20,0
2018,group stage,Uruguay,Saudi Arabia,1,0,2018-06-20,0
2018,group stage,Iran,Spain,0,1,2018-06-20,0
2018,group stage,Denmark,Australia,1,1,2018-06-21,0
2018,group stage,France,Peru,1,0,2018-06-21,0
2018,group stage,Argentina,Croatia,0,3,2018-06-21,0
2018,group stage,Brazil,Costa Rica,2,0,2018-06-22,0
2018,group stage,Nigeria,Iceland,2,0,2018-06-22,0
2018,group stage,Serbia,Switzerland,1,2,2018-06-22,0
2018,group stage,Belgium,Tunisia,5,2,2018-06-23,0
2018,group stage,South Korea,Mexico,1,2,2018-06-23,0
2018,group stage,Germany,Sweden,2,1,2018-06-23,0
2018,group stage,England,Panama,6,1,2018-06-24,0
2018,group stage,Japan,Senegal,2,2,2018-06-24,0
2018,group stage,Poland,Colombia,0,3,2018-06-24,0
2018,group stage,Saudi Arabia,Egypt,2,1,2018-06-25,0
2018,group stage,Uruguay,Russia,3,0,2018-06-25,0
2018,group stage,Spain,Morocco,2,2,2018-06-25,0
2018,group stage,Iran,Portugal,1,1,2018-06-25,0
2018,group stage,Australia,Peru,0,2,2018-06-26,0
2018,group stage,Denmark,France,0,0,2018-06-26,0
2018,group stage,Iceland,Croatia,1,2,2018-06-26,0
2018,group stage,Nigeria,Argentina,1,2,2018-06-26,0
2018,group stage,South Korea,Germany,2,0,2018-06-27,0
2018,group stage,Mexico,Sweden,0,3,2018-06-27,0
2018,group stage,Serbia,Brazil,0,2,2018-06-27,0
2018,group stage,Switzerland,Costa Rica,2,2,2018-06-27,0
2018,group stage,Japan,Poland,0,1,2018-06-28,0
2018,group stage,Senegal,Colombia,0,1,2018-06-28,0
2018,group stage,England,Belgium,0,1,2018-06-28,0
2018,group stage,Panama,Tunisia,1,2,2018-06-28,0
2018,round of 16,France,Argentina,4,3,2018-06-30,0
2018,round of 16,Uruguay,Portugal,2,1,2018-06-30,0
2018,round of 16,Spain,Russia,1,1,2018-07-01,1
2018,round of 16,Croatia,Denmark,1,1,2018-07-01,1
2018,round of 16,Brazil,Mexico,2,0,2018-07-02,0
2018,round of 16,Belgium,Japan,3,2,2018-07-02,0
2018,round of 16,Sweden,Switzerland,1,0,2018-07-03,0
2018,round of 16,Colombia,England,1,1,2018-07-03,1
2018,quarter-finals,Uruguay,France,0,2,2018-07-06,0
2018,quarter-finals,Brazil,Belgium,1,2,2018-07-06,0
2018,quarter-finals,Sweden,England,0,2,2018-07-07,0
2018,quarter-finals,Russia,Croatia,2,2,2018-07-07,1
2018,semi-finals,France,Belgium,1,0,2018-07-10,0
2018,semi-finals,Croatia,England,2,1,2018-07-11,0
2018,third-place match,Belgium,England,2,0,2018-07-14,0
2018,final,France,Croatia,4,2,2018-07-15,0
2022,group stage,Qatar,Ecuador,0,2,2022-11-20,0
2022,group stage,England,Iran,6,2,2022-11-21,0
2022,group stage,Senegal,Netherlands,0,2,2022-11-21,0
2022,group stage,United States,Wales,1,1,2022-11-21,0
2022,group stage,Argentina,Saudi Arabia,1,2,2022-11-22,0
2022,group stage,Denmark,Tunisia,0,0,2022-11-22,0
2022,group stage,Mexico,Poland,0,0,2022-11-22,0
2022,group stage,France,Australia,4,1,2022-11-22,0
2022,group stage,Morocco,Croatia,0,0,2022-11-23,0
2022,group stage,Germany,Japan,1,2,2022-11-23,0
2022,group stage,Spain,Costa Rica,7,0,2022-11-23,0
2022,group stage,Belgium,Canada,1,0,2022-11-23,0
2022,group stage,Switzerland,Cameroon,1,0,2022-11-24,0
2022,group stage,Uruguay,South Korea,0,0,2022-11-24,0
2022,group stage,Portugal,Ghana,3,2,2022-11-24,0
2022,group stage,Brazil,Serbia,2,0,2022-11-24,0
2022,group stage,Wales,Iran,0,2,2022-11-25,0
2022,group stage,Qatar,Senegal,1,3,2022-11-25,0
2022,group stage,Netherlands,Ecuador,1,1,2022-11-25,0
2022,group stage,England,United States,0,0,2022-11-25,0
2022,group stage,Tunisia,Australia,0,1,2022-11-26,0
2022,group stage,Poland,Saudi Arabia,2,0,2022-11-26,0
2022,group stage,France,Denmark,2,1,2022-11-26,0
2022,group stage,Argentina,Mexico,2,0,2022-11-26,0
2022,group stage,Japan,Costa Rica,0,1,2022-11-27,0
2022,group stage,Belgium,Morocco,0,2,2022-11-27,0
2022,group stage,Croatia,Canada,4,1,2022-11-27,0
2022,group stage,Spain,Germany,1,1,2022-11-27,0
2022,group stage,Cameroon,Serbia,3,3,2022-11-28,0
2022,group stage,South Korea,Ghana,2,3,2022-11-28,0
2022,group stage,Brazil,Switzerland,1,0,2022-11-28,0
2022,group stage,Portugal,Uruguay,2,0,2022-11-28,0
2022,group stage,Ecuador,Senegal,1,2,2022-11-29,0
2022,group stage,Netherlands,Qatar,2,0,2022-11-29,0
2022,group stage,Iran,United States,0,1,2022-11-29,0
2022,group stage,Wales,England,0,3,2022-11-29,0
2022,group stage,Australia,Denmark,1,0,2022-11-30,0
2022,group stage,Tunisia,France,1,0,2022-11-30,0
2022,group stage,Poland,Argentina,0,2,2022-11-30,0
2022,group stage,Saudi Arabia,Mexico,1,2,2022-11-30,0
2022,group stage,Canada,Morocco,1,2,2022-12-01,0
2022,group stage,Croatia,Belgium,0,0,2022-12-01,0
2022,group stage,Costa Rica,Germany,2,4,2022-12-01,0
2022,group stage,Japan,Spain,2,1,2022-12-01,0
2022,group stage,Ghana,Uruguay,0,2,2022-12-02,0
2022,group stage,South Korea,Portugal,2,1,2022-12-02,0
2022,group stage,Cameroon,Brazil,1,0,2022-12-02,0
2022,group stage,Serbia,Switzerland,2,3,2022-12-02,0
2022,round of 16,Netherlands,United States,3,1,2022-12-03,0
2022,round of 16,Argentina,Australia,2,1,2022-12-03,0
2022,round of 16,France,Poland,3,1,2022-12-04,0
2022,round of 16,England,Senegal,3,0,2022-12-04,0
2022,round of 16,Japan,Croatia,1,1,2022-12-05,1
2022,round of 16,Brazil,South Korea,4,1,2022-12-05,0
2022,round of 16,Morocco,Spain,0,0,2022-12-06,1
2022,round of 16,Portugal,Switzerland,6,1,2022-12-06,0
2022,quarter-finals,Croatia,Brazil,1,1,2022-12-09,1
2022,quarter-finals,Netherlands,Argentina,2,2,2022-12-09,1
2022,quarter-finals,Morocco,Portugal,1,0,2022-12-10,0
2022,quarter-finals,England,France,1,2,2022-12-10,0
2022,semi-finals,Argentina,Croatia,3,0,2022-12-13,0
2022,semi-finals,France,Morocco,2,0,2022-12-14,0
2022,third-place match,Croatia,Morocco,2,1,2022-12-17,0
2022,final,Argentina,France,3,3,2022-12-18,1
